document_id,title,subtitle,ddc_raw,subject_headings,genre_tags,first_sentence,first_sentence_sources,description_optional,description_source_url,edition_ids,source_url,retrieved_at,review_status,existing_split,release_exclusion_reason
OL100672W,Candide,,"[""194"", ""800"", ""842.56"", ""843.5"", ""843.503"", ""843.54"", ""848"", ""848.5"", ""928.4""]","[""Adventure stories"", ""Bildungsromans"", ""Bright's disease"", ""Candide"", ""Candide (Voltaire)"", ""Chinese"", ""Civilisation"", ""Civilization"", ""Classic Literature"", ""Classics"", ""Complications"", ""Conduct of life"", ""Continental european fiction (fictional works by one author)"", ""Correspondence"", ""Criticism and interpretation"", ""Critique et interprétation"", ""Dessin suisse"", ""Dessin à la plume"", ""Dictionaries"", ""Disability Evaluation"", ""Early works to 1800"", ""Edema"", ""Employers' liability"", ""English language"", ""Enlightenment"", ""Ethics"", ""Examinations"", ""Fac-similés"", ""Facsimiles"", ""Fiction"", ""Fiction, general"", ""Fiction, historical"", ""Fiction, historical, general"", ""Fiction, humorous"", ""Fiction, humorous, general"", ""Fiction, satire"", ""Frans"", ""French Authors"", ""French Satire"", ""French fiction"", ""French language"", ""French language materials"", ""French language, readers"", ""French literature"", ""French literature, history and criticism"", ""German"", ""German Picaresque literature"", ""Glomerulonephritis"", ""Great britain, fiction"", ""Happiness"", ""Histoire"", ""Histoire et critique"", ""History"", ""History and criticism"", ""Humor"", ""Humor, general"", ""Humor, topic, politics"", ""Humour"", ""Illustraties"", ""Imaginary letters"", ""Industrial accidents"", ""Inquisition"", ""Jeunes hommes"", ""Korean"", ""Large type books"", ""Legal Liability"", ""Lettres fictives"", ""Library"", ""Life"", ""Lifestyles"", ""Literary"", ""Literatura francesa"", ""Literature"", ""Littérature française"", ""Manners and customs"", ""Medical care"", ""Modern Philosophy"", ""Moral conditions"", ""Mœurs et coutumes"", ""Nonfiction"", ""Novela"", ""Novela francesa"", ""Occupational Accidents"", ""Open Library Staff Picks"", ""Optimism"", ""Optimisme"", ""Optimismo"", ""Pen drawing"", ""Personal conduct"", ""Personal copy"", ""Philosophie"", ""Philosophy"", ""Philosophy, Modern -- 18th century"", ""Photoengraving"", ""Photogravure"", ""Picaresque literature"", ""Politics and government"", ""Readers"", ""Roman français"", ""Roman picaresque allemand"", ""Romance literature"", ""Romans, nouvelles"", ""Satire"", ""Satire française"", ""Siècle des Lumières"", ""Social life and customs"", ""Spanish"", ""Specimens"", ""Spécimens"", ""Study guides"", ""Swiss Drawing"", ""Teachers"", ""Translations"", ""Translations into Chinese"", ""Translations into English"", ""Traumatism"", ""Vida"", ""Voltaire, 1694-1778"", ""Wit and humor"", ""Working class"", ""Young men"", ""collection:Name"", ""open_syllabus_project""]","[""Continental european fiction (fictional works by one author)"", ""Fiction"", ""Fiction, general"", ""Fiction, historical"", ""Fiction, historical, general"", ""Fiction, humorous"", ""Fiction, humorous, general"", ""Fiction, satire"", ""French fiction"", ""Great britain, fiction"", ""Romance literature""]","THERE lived in Westphalia, at the country seat of Baron Thunder-ten-tronckh, a young lad blessed by nature with the most agreeable manners. In Westphalia, in the castle of Baron Thunder-Ten-Tronckh, there lived a young boy whom nature had endowed with the sweetest disposition. Chapitre I. Comment candide fut élevé dans un beau château, et comment il fut chassé d'icelui. Il y avait en Vestphalie, dans le château de M. le baron de Thunder-ten-tronckh, un jeune garçon à qui la nature avait donné les mums les plus douces. Sa physionomie annonçair son ime. Il avait le jugement assez droit, avec l'esprit le plus simple; c'est, je crois, pour cette raison qu'on le nommait Candide. Les anciens domestiques de la maison soupçonnaient qu'il était fils de la scur de monsieur le baron et d'un bon et honnête gentilhomme du voisinage, que cette demoiselle ne voulut jamais épouser parce qu'il n'avait pu prouver que soixante et one quartiers!, et que le reste de son arbre généalogique avait été perdu par l'injure du temps. In Westphalia, in Baron Thunder-den-tronckh's mansion, lived a young man born wonderfully mild and gentle. In the country of Westphalia, in the castle of the most noble Baron of Thunder-ten-tronckh, lived a youth whom Nature had endowed with a most sweet disposition.","[""https://openlibrary.org/search.json?q=ddc%3A1%2A+AND+language%3Aeng&limit=50&fields=key%2Ctitle%2Csubtitle%2Cddc%2Cedition_key%2Csubject%2Cfirst_sentence%2Cauthor_name"", ""https://openlibrary.org/search.json?q=ddc%3A9%2A+AND+language%3Aeng&limit=50&fields=key%2Ctitle%2Csubtitle%2Cddc%2Cedition_key%2Csubject%2Cfirst_sentence%2Cauthor_name""]",,,"[""OL10258408M"", ""OL10319410M"", ""OL10386449M"", ""OL10393595M"", ""OL10416523M"", ""OL10458564M"", ""OL10601405M"", ""OL10615497M"", ""OL10629954M"", ""OL10952765M"", ""OL11062583M"", ""OL11135413M"", ""OL11139946M"", ""OL11326584M"", ""OL11457309M"", ""OL11558526M"", ""OL11586264M"", ""OL11792155M"", ""OL11794700M"", ""OL11795023M"", ""OL11820574M"", ""OL11858130M"", ""OL11886834M"", ""OL11886839M"", ""OL11973730M"", ""OL11981199M"", ""OL11981200M"", ""OL12033744M"", ""OL12034140M"", ""OL12276611M"", ""OL12340855M"", ""OL12376678M"", ""OL12390422M"", ""OL12439281M"", ""OL12577500M"", ""OL12580961M"", ""OL12621415M"", ""OL13273696M"", ""OL13354885M"", ""OL13386295M"", ""OL13432673M"", ""OL13432687M"", ""OL13440452M"", ""OL13462562M"", ""OL13462567M"", ""OL13465568M"", ""OL13534331M"", ""OL13546033M"", ""OL13547457M"", ""OL13549929M"", ""OL13646245M"", ""OL13667714M"", ""OL13682260M"", ""OL13721026M"", ""OL13727498M"", ""OL13790995M"", ""OL13847535M"", ""OL13902938M"", ""OL13905831M"", ""OL13910091M"", ""OL13912342M"", ""OL13929576M"", ""OL13962261M"", ""OL14425349M"", ""OL14708827M"", ""OL14853897M"", ""OL14864396M"", ""OL14864410M"", ""OL14864411M"", ""OL14962504M"", ""OL14973123M"", ""OL14986775M"", ""OL15164835M"", ""OL15220332M"", ""OL15460076M"", ""OL15460178M"", ""OL15460185M"", ""OL15529824M"", ""OL16200428M"", ""OL16386887M"", ""OL16566722M"", ""OL16624640M"", ""OL16630574M"", ""OL16687795M"", ""OL16752827M"", ""OL16752845M"", ""OL16937051M"", ""OL16937144M"", ""OL16941078M"", ""OL16948135M"", ""OL16948137M"", ""OL16953485M"", ""OL17022720M"", ""OL17060889M"", ""OL17209985M"", ""OL1732783M"", ""OL17344577M"", ""OL17475171M"", ""OL17625585M"", ""OL17637864M"", ""OL17721528M"", ""OL17728062M"", ""OL17729461M"", ""OL18085815M"", ""OL18377868M"", ""OL1862846M"", ""OL18683085M"", ""OL18761119M"", ""OL18761171M"", ""OL1876558M"", ""OL18877710M"", ""OL18877725M"", ""OL18956006M"", ""OL18958361M"", ""OL18959656M"", ""OL18959714M"", ""OL18961722M"", ""OL18997394M"", ""OL19059231M"", ""OL19205538M"", ""OL1920985M"", ""OL19278301M"", ""OL19348066M"", ""OL19472765M"", ""OL19567364M"", ""OL19736915M"", ""OL19738430M"", ""OL19754439M"", ""OL19754461M"", ""OL19755276M"", ""OL19867102M"", ""OL19867114M"", ""OL19888714M"", ""OL19944131M"", ""OL19983616M"", ""OL20128504M"", ""OL20135206M"", ""OL20298795M"", ""OL20375051M"", ""OL20428843M"", ""OL20615961M"", ""OL20801363M"", ""OL20821037M"", ""OL20925699M"", ""OL20975895M"", ""OL21111964M"", ""OL21390288M"", ""OL21479632M"", ""OL21491593M"", ""OL21571508M"", ""OL21757276M"", ""OL21795886M"", ""OL21911472M"", ""OL21938185M"", ""OL22036609M"", ""OL22125379M"", ""OL22135427M"", ""OL22208558M"", ""OL22208583M"", ""OL22208595M"", ""OL22226672M"", ""OL22238294M"", ""OL22244325M"", ""OL22295594M"", ""OL22304660M"", ""OL22388983M"", ""OL22396193M"", ""OL22421573M"", ""OL22480103M"", ""OL22548899M"", ""OL22601854M"", ""OL22602159M"", ""OL22634156M"", ""OL22637957M"", ""OL22644323M"", ""OL22737589M"", ""OL22804068M"", ""OL22808601M"", ""OL22812539M"", ""OL22822848M"", ""OL22836490M"", ""OL22840077M"", ""OL22918613M"", ""OL22930035M"", ""OL22976085M"", ""OL23056381M"", ""OL23095389M"", ""OL23238730M"", ""OL23250166M"", ""OL23265676M"", ""OL23848059M"", ""OL24009118M"", ""OL24078227M"", ""OL24164155M"", ""OL24281026M"", ""OL24284474M"", ""OL24290329M"", ""OL24294748M"", ""OL24297982M"", ""OL24298243M"", ""OL24321983M"", ""OL24328781M"", ""OL24588926M"", ""OL24934715M"", ""OL24961713M"", ""OL24989043M"", ""OL25358150M"", ""OL2543607M"", ""OL25534474M"", ""OL25548917M"", ""OL25552639M"", ""OL25649414M"", ""OL25680357M"", ""OL26113661M"", ""OL26264704M"", ""OL26535642M"", ""OL26535937M"", ""OL26793843M"", ""OL26815404M"", ""OL26871892M"", ""OL27023040M"", ""OL27023041M"", ""OL27290545M"", ""OL27290546M"", ""OL27290547M"", ""OL27290548M"", ""OL27290549M"", ""OL27290550M"", ""OL27290551M"", ""OL27290552M"", ""OL27290554M"", ""OL27290556M"", ""OL27290557M"", ""OL27290558M"", ""OL27290560M"", ""OL27290561M"", ""OL27290562M"", ""OL27290563M"", ""OL27290565M"", ""OL27290566M"", ""OL27290567M"", ""OL27290568M"", ""OL27290569M"", ""OL27290570M"", ""OL27290571M"", ""OL27290573M"", ""OL27290574M"", ""OL27290576M"", ""OL27290577M"", ""OL27290578M"", ""OL27290579M"", ""OL27290580M"", ""OL27290581M"", ""OL27290584M"", ""OL27290586M"", ""OL27290587M"", ""OL27290588M"", ""OL27290590M"", ""OL27290591M"", ""OL27290592M"", ""OL27290595M"", ""OL27290598M"", ""OL27290600M"", ""OL27290603M"", ""OL27290605M"", ""OL27290606M"", ""OL27290607M"", ""OL27290608M"", ""OL27290610M"", ""OL27290612M"", ""OL27290613M"", ""OL27290614M"", ""OL27290615M"", ""OL27290618M"", ""OL27290620M"", ""OL27290621M"", ""OL27290622M"", ""OL27290623M"", ""OL27290624M"", ""OL27290625M"", ""OL27290626M"", ""OL27290627M"", ""OL27290628M"", ""OL27290630M"", ""OL27290631M"", ""OL27290632M"", ""OL27290634M"", ""OL27290636M"", ""OL27356601M"", ""OL27417645M"", ""OL27417654M"", ""OL27428906M"", ""OL27429522M"", ""OL27579721M"", ""OL27597757M"", ""OL27664643M"", ""OL27679551M"", ""OL27808172M"", ""OL27926779M"", ""OL2802349M"", ""OL28028074M"", ""OL28228173M"", ""OL28259152M"", ""OL28316074M"", ""OL29025727M"", ""OL29266367M"", ""OL29445680M"", ""OL29551344M"", ""OL29705488M"", ""OL29710909M"", ""OL29741656M"", ""OL29778319M"", ""OL29779958M"", ""OL29781616M"", ""OL2987665M"", ""OL29935869M"", ""OL30233110M"", ""OL30276470M"", ""OL30330507M"", ""OL3049398M"", ""OL30699292M"", ""OL30777082M"", ""OL30777083M"", ""OL30941416M"", ""OL31868876M"", ""OL31870900M"", ""OL31870901M"", ""OL31882928M"", ""OL31892207M"", ""OL32083596M"", ""OL32083598M"", ""OL32200978M"", ""OL32349794M"", ""OL32441835M"", ""OL32461557M"", ""OL32461558M"", ""OL32478756M"", ""OL32537243M"", ""OL32539426M"", ""OL32547801M"", ""OL32570237M"", ""OL32603664M"", ""OL32708165M"", ""OL32790857M"", ""OL32903667M"", ""OL33014886M"", ""OL33223518M"", ""OL33393084M"", ""OL33393732M"", ""OL33550538M"", ""OL3388169M"", ""OL33890072M"", ""OL33971409M"", ""OL34004072M"", ""OL34006814M"", ""OL34021097M"", ""OL34030156M"", ""OL34144954M"", ""OL34182655M"", ""OL34200950M"", ""OL34260544M"", ""OL3427863M"", ""OL34348314M"", ""OL3436365M"", ""OL34422619M"", ""OL34428087M"", ""OL34429084M"", ""OL34490267M"", ""OL34490274M"", ""OL34537472M"", ""OL34537474M"", ""OL34548239M"", ""OL34848889M"", ""OL34860483M"", ""OL34889701M"", ""OL34889702M"", ""OL34890322M"", ""OL34891323M"", ""OL34891325M"", ""OL34891571M"", ""OL34891576M"", ""OL34891654M"", ""OL34892070M"", ""OL34892379M"", ""OL34892798M"", ""OL34892804M"", ""OL34892945M"", ""OL34892949M"", ""OL34892950M"", ""OL34893158M"", ""OL34893625M"", ""OL34893763M"", ""OL34893768M"", ""OL34894164M"", ""OL34894197M"", ""OL34894433M"", ""OL34894640M"", ""OL34894914M"", ""OL34894923M"", ""OL34895084M"", ""OL34895100M"", ""OL34895407M"", ""OL34895415M"", ""OL34895425M"", ""OL34895445M"", ""OL34895791M"", ""OL34895828M"", ""OL34896011M"", ""OL34896318M"", ""OL34896348M"", ""OL34896361M"", ""OL34896572M"", ""OL34896876M"", ""OL34896882M"", ""OL34896896M"", ""OL34897207M"", ""OL34897479M"", ""OL34897730M"", ""OL34897734M"", ""OL34897779M"", ""OL34898196M"", ""OL34898551M"", ""OL34898556M"", ""OL34898839M"", ""OL34899210M"", ""OL34899220M"", ""OL34899257M"", ""OL34899551M"", ""OL34899845M"", ""OL34900086M"", ""OL34900306M"", ""OL34900311M"", ""OL34900415M"", ""OL34900417M"", ""OL34900565M"", ""OL34900570M"", ""OL34900582M"", ""OL34900689M"", ""OL34900690M"", ""OL34900753M"", ""OL34901012M"", ""OL34901235M"", ""OL34901408M"", ""OL34901412M"", ""OL34901586M"", ""OL34901815M"", ""OL34902734M"", ""OL34902738M"", ""OL34902743M"", ""OL34902791M"", ""OL34902796M"", ""OL34902881M"", ""OL34903728M"", ""OL34903858M"", ""OL34903863M"", ""OL34904034M"", ""OL34904229M"", ""OL34904428M"", ""OL34905032M"", ""OL34905069M"", ""OL34905089M"", ""OL34905105M"", ""OL34905288M"", ""OL34905476M"", ""OL34905503M"", ""OL34905511M"", ""OL34905512M"", ""OL34905513M"", ""OL34905572M"", ""OL34905697M"", ""OL34905703M"", ""OL34905744M"", ""OL34905943M"", ""OL34905957M"", ""OL34906005M"", ""OL34906204M"", ""OL34906217M"", ""OL34906391M"", ""OL34906405M"", ""OL34906408M"", ""OL34906444M"", ""OL34906622M"", ""OL34906631M"", ""OL34906667M"", ""OL34906670M"", ""OL34906673M"", ""OL34906674M"", ""OL34906679M"", ""OL34906699M"", ""OL34906724M"", ""OL34906899M"", ""OL34906967M"", ""OL34906976M"", ""OL34906979M"", ""OL34906983M"", ""OL34906984M"", ""OL34907183M"", ""OL34907193M"", ""OL34907204M"", ""OL34907238M"", ""OL34907474M"", ""OL34907678M"", ""OL34907699M"", ""OL34907727M"", ""OL34907729M"", ""OL34907740M"", ""OL34907744M"", ""OL34907748M"", ""OL34907760M"", ""OL34907768M"", ""OL34908105M"", ""OL34908192M"", ""OL34908217M"", ""OL34908243M"", ""OL34908253M"", ""OL34908425M"", ""OL34908452M"", ""OL34908463M"", ""OL34908467M"", ""OL34908504M"", ""OL34908521M"", ""OL34908639M"", ""OL34908645M"", ""OL34908648M"", ""OL34908658M"", ""OL34908940M"", ""OL34909593M"", ""OL34910265M"", ""OL34911161M"", ""OL34911167M"", ""OL34911752M"", ""OL34911761M"", ""OL34911779M"", ""OL34912035M"", ""OL34912562M"", ""OL34912891M"", ""OL34912908M"", ""OL34913882M"", ""OL34913898M"", ""OL34913912M"", ""OL34914116M"", ""OL34914308M"", ""OL34914310M"", ""OL34914346M"", ""OL34914498M"", ""OL34914519M"", ""OL34914522M"", ""OL34914551M"", ""OL34914814M"", ""OL34914827M"", ""OL34914999M"", ""OL34915043M"", ""OL34915131M"", ""OL34915235M"", ""OL34915285M"", ""OL34915317M"", ""OL34915529M"", ""OL34915549M"", ""OL34915706M"", ""OL34915736M"", ""OL34915967M"", ""OL34915977M"", ""OL34916624M"", ""OL34916702M"", ""OL34916745M"", ""OL34916967M"", ""OL34916977M"", ""OL34916985M"", ""OL34917004M"", ""OL34917170M"", ""OL34917437M"", ""OL34917481M"", ""OL34917485M"", ""OL34917611M"", ""OL34917612M"", ""OL34917655M"", ""OL34917838M"", ""OL34917853M"", ""OL34918116M"", ""OL34918361M"", ""OL34919512M"", ""OL34919883M"", ""OL34919990M"", ""OL34923083M"", ""OL34924508M"", ""OL34924686M"", ""OL34924713M"", ""OL34928721M"", ""OL34928746M"", ""OL34929031M"", ""OL34930849M"", ""OL34933701M"", ""OL34933893M"", ""OL34937020M"", ""OL34937726M"", ""OL34941886M"", ""OL34942473M"", ""OL34943152M"", ""OL34943207M"", ""OL34943228M"", ""OL34943527M"", ""OL34947680M"", ""OL34948012M"", ""OL34948231M"", ""OL34949709M"", ""OL34950370M"", ""OL34951887M"", ""OL34952501M"", ""OL34954318M"", ""OL34954330M"", ""OL34954721M"", ""OL34956511M"", ""OL34959916M"", ""OL34961647M"", ""OL34961712M"", ""OL34962270M"", ""OL34962271M"", ""OL34963476M"", ""OL34963729M"", ""OL34963811M"", ""OL34963872M"", ""OL34964156M"", ""OL34964823M"", ""OL34965872M"", ""OL34965878M"", ""OL34966563M"", ""OL34966623M"", ""OL34967561M"", ""OL34968760M"", ""OL35010414M"", ""OL35177682M"", ""OL35194212M"", ""OL35294775M"", ""OL35298339M"", ""OL35305919M"", ""OL35354523M"", ""OL35365502M"", ""OL35371025M"", ""OL35378705M"", ""OL35723378M"", ""OL35730164M"", ""OL35859439M"", ""OL35951585M"", ""OL35965392M"", ""OL35965433M"", ""OL35968507M"", ""OL35974120M"", ""OL35977295M"", ""OL35980421M"", ""OL35980676M"", ""OL35980967M"", ""OL35983717M"", ""OL36033213M"", ""OL36057857M"", ""OL36070541M"", ""OL36072076M"", ""OL36090830M"", ""OL36168379M"", ""OL36172938M"", ""OL36316202M"", ""OL36332945M"", ""OL36340166M"", ""OL36359676M"", ""OL36359856M"", ""OL36439346M"", ""OL36448213M"", ""OL36518650M"", ""OL36552559M"", ""OL36581936M"", ""OL36583980M"", ""OL36589483M"", ""OL36600472M"", ""OL36787697M"", ""OL36869441M"", ""OL36893128M"", ""OL36898339M"", ""OL36938750M"", ""OL36944056M"", ""OL36945190M"", ""OL36954891M"", ""OL36959914M"", ""OL3696014M"", ""OL36974016M"", ""OL36982312M"", ""OL36983957M"", ""OL36987781M"", ""OL36988045M"", ""OL36992767M"", ""OL36996331M"", ""OL36998976M"", ""OL37003196M"", ""OL37003840M"", ""OL37005650M"", ""OL37009122M"", ""OL37044428M"", ""OL37050568M"", ""OL37050569M"", ""OL37050570M"", ""OL37395792M"", ""OL37479751M"", ""OL37528788M"", ""OL37559467M"", ""OL37567616M"", ""OL37567888M"", ""OL37585589M"", ""OL37585590M"", ""OL37590355M"", ""OL37608109M"", ""OL37619573M"", ""OL37631556M"", ""OL37636882M"", ""OL37636883M"", ""OL37636884M"", ""OL37641424M"", ""OL37649762M"", ""OL37654754M"", ""OL37673834M"", ""OL37699440M"", ""OL37720115M"", ""OL37726698M"", ""OL37728775M"", ""OL37862038M"", ""OL37862047M"", ""OL37862097M"", ""OL37862099M"", ""OL37862101M"", ""OL37862162M"", ""OL37862166M"", ""OL37862286M"", ""OL37862295M"", ""OL37862299M"", ""OL37862322M"", ""OL37862344M"", ""OL37862346M"", ""OL37862358M"", ""OL38098474M"", ""OL38109169M"", ""OL38136361M"", ""OL38159504M"", ""OL38160167M"", ""OL38169016M"", ""OL38170352M"", ""OL38177674M"", ""OL38178288M"", ""OL38248118M"", ""OL38420496M"", ""OL38435267M"", ""OL38435504M"", ""OL38445051M"", ""OL38461148M"", ""OL38472995M"", ""OL38474115M"", ""OL38481329M"", ""OL38499477M"", ""OL38512517M"", ""OL38514322M"", ""OL38520081M"", ""OL38527805M"", ""OL38533540M"", ""OL38535800M"", ""OL38547621M"", ""OL38547674M"", ""OL38554372M"", ""OL38569225M"", ""OL38591837M"", ""OL38888589M"", ""OL38930905M"", ""OL38996241M"", ""OL38996242M"", ""OL39043335M"", ""OL39043336M"", ""OL39161658M"", ""OL39165019M"", ""OL39165510M"", ""OL39219912M"", ""OL39353876M"", ""OL39376044M"", ""OL39411048M"", ""OL3951211M"", ""OL39601068M"", ""OL39604640M"", ""OL39647909M"", ""OL39673439M"", ""OL397026M"", ""OL39763797M"", ""OL39806678M"", ""OL39806694M"", ""OL39806699M"", ""OL39806702M"", ""OL39806704M"", ""OL39806707M"", ""OL39812658M"", ""OL40056442M"", ""OL40111623M"", ""OL40127302M"", ""OL40139124M"", ""OL40192586M"", ""OL40257158M"", ""OL40350950M"", ""OL40360628M"", ""OL40434100M"", ""OL40562315M"", ""OL40578449M"", ""OL40578521M"", ""OL40588381M"", ""OL40632844M"", ""OL40744486M"", ""OL40783550M"", ""OL40794331M"", ""OL40850950M"", ""OL40885771M"", ""OL40890650M"", ""OL40914154M"", ""OL40948352M"", ""OL41004761M"", ""OL41008677M"", ""OL41020398M"", ""OL41021814M"", ""OL41026431M"", ""OL41039594M"", ""OL41053557M"", ""OL41077843M"", ""OL41103752M"", ""OL41110913M"", ""OL41119246M"", ""OL41123634M"", ""OL41140212M"", ""OL41147969M"", ""OL41161632M"", ""OL41161675M"", ""OL41185640M"", ""OL41194669M"", ""OL41208207M"", ""OL41231924M"", ""OL41240124M"", ""OL41260590M"", ""OL41269978M"", ""OL41271888M"", ""OL41297065M"", ""OL41317630M"", ""OL41321048M"", ""OL41321049M"", ""OL41348684M"", ""OL41362260M"", ""OL41375402M"", ""OL41379526M"", ""OL41433461M"", ""OL41448469M"", ""OL41458597M"", ""OL41482368M"", ""OL41485571M"", ""OL41512516M"", ""OL41519904M"", ""OL41559965M"", ""OL41563547M"", ""OL4158658M"", ""OL41615533M"", ""OL41638300M"", ""OL41651360M"", ""OL41668538M"", ""OL41756395M"", ""OL41776853M"", ""OL41796263M"", ""OL41819488M"", ""OL41861995M"", ""OL41874830M"", ""OL41881666M"", ""OL41899660M"", ""OL41944091M"", ""OL41951145M"", ""OL41988768M"", ""OL41997143M"", ""OL42053752M"", ""OL42073452M"", ""OL42084172M"", ""OL42248448M"", ""OL42265577M"", ""OL42312678M"", ""OL42352225M"", ""OL42366966M"", ""OL42396653M"", ""OL42400666M"", ""OL42407239M"", ""OL42419050M"", ""OL42435385M"", ""OL42449688M"", ""OL42467599M"", ""OL42470697M"", ""OL42472124M"", ""OL42596224M"", ""OL42615380M"", ""OL42633985M"", ""OL42646254M"", ""OL42667255M"", ""OL42738402M"", ""OL43001937M"", ""OL43098766M"", ""OL43104756M"", ""OL43189866M"", ""OL43208038M"", ""OL43246003M"", ""OL43262769M"", ""OL43265096M"", ""OL43268218M"", ""OL43411087M"", ""OL43513152M"", ""OL43530959M"", ""OL43551553M"", ""OL43651948M"", ""OL43707113M"", ""OL44143009M"", ""OL44226496M"", ""OL44262628M"", ""OL44581652M"", ""OL45014062M"", ""OL45014286M"", ""OL45016460M"", ""OL45016534M"", ""OL45018123M"", ""OL45226684M"", ""OL45226690M"", ""OL45819165M"", ""OL4602516M"", ""OL4609593M"", ""OL46105924M"", ""OL46245037M"", ""OL46245075M"", ""OL46545703M"", ""OL46597496M"", ""OL46619980M"", ""OL46636538M"", ""OL46651241M"", ""OL46656129M"", ""OL46660954M"", ""OL46665038M"", ""OL46679526M"", ""OL46689929M"", ""OL46734662M"", ""OL46761966M"", ""OL46778223M"", ""OL46819288M"", ""OL46829092M"", ""OL46951068M"", ""OL46988461M"", ""OL47026785M"", ""OL47037188M"", ""OL47066657M"", ""OL47079861M"", ""OL47079865M"", ""OL47133065M"", ""OL47175984M"", ""OL47454741M"", ""OL4761946M"", ""OL47787607M"", ""OL47826222M"", ""OL47940627M"", ""OL48268121M"", ""OL48285375M"", ""OL48381047M"", ""OL48383646M"", ""OL48415533M"", ""OL48416279M"", ""OL48430397M"", ""OL48435988M"", ""OL48437595M"", ""OL48446738M"", ""OL48471053M"", ""OL48701703M"", ""OL48706966M"", ""OL48718774M"", ""OL48788420M"", ""OL48891191M"", ""OL48971366M"", ""OL49027089M"", ""OL49034349M"", ""OL49083195M"", ""OL49103819M"", ""OL49171538M"", ""OL49186M"", ""OL49367152M"", ""OL49633901M"", ""OL49670627M"", ""OL50965070M"", ""OL51022652M"", ""OL51043110M"", ""OL51154290M"", ""OL51160681M"", ""OL51165394M"", ""OL5373019M"", ""OL5374846M"", ""OL5378429M"", ""OL5461950M"", ""OL5510874M"", ""OL55424924M"", ""OL55763606M"", ""OL5685589M"", ""OL5857740M"", ""OL5879963M"", ""OL5953831M"", ""OL6026241M"", ""OL6064404M"", ""OL6130355M"", ""OL6210856M"", ""OL6273792M"", ""OL6273838M"", ""OL6302123M"", ""OL6374749M"", ""OL6454690M"", ""OL6515799M"", ""OL6609583M"", ""OL6716028M"", ""OL6737592M"", ""OL6752287M"", ""OL6888755M"", ""OL7135821M"", ""OL7355028M"", ""OL7355370M"", ""OL7357221M"", ""OL7357240M"", ""OL7361770M"", ""OL7399678M"", ""OL7450125M"", ""OL7452386M"", ""OL7460605M"", ""OL7636815M"", ""OL7648732M"", ""OL7652807M"", ""OL7652868M"", ""OL7652895M"", ""OL7652939M"", ""OL7652954M"", ""OL7653007M"", ""OL7699716M"", ""OL7817213M"", ""OL7817738M"", ""OL7818117M"", ""OL7820278M"", ""OL7820324M"", ""OL7820351M"", ""OL7931310M"", ""OL7948622M"", ""OL7973501M"", ""OL8020997M"", ""OL8105844M"", ""OL8242781M"", ""OL8364720M"", ""OL8411501M"", ""OL8418801M"", ""OL8547450M"", ""OL8753106M"", ""OL8832924M"", ""OL8833231M"", ""OL8833384M"", ""OL8833508M"", ""OL8835850M"", ""OL8836008M"", ""OL8837362M"", ""OL8838813M"", ""OL8839277M"", ""OL8839405M"", ""OL8842036M"", ""OL8843837M"", ""OL8862225M"", ""OL8863111M"", ""OL8870137M"", ""OL8870222M"", ""OL8887960M"", ""OL8910375M"", ""OL8910402M"", ""OL8911061M"", ""OL8978441M"", ""OL8998491M"", ""OL92102M"", ""OL921281M"", ""OL9357826M"", ""OL9462436M"", ""OL9520264M"", ""OL9687803M"", ""OL983649M""]",https://openlibrary.org/works/OL100672W,2026-09-06T15:12:56.736881+00:00,not_reviewed,not_previously_split,conflicting_or_missing_main_class
OL100903W,Calculus,,"[""515"", ""515.15"", ""515.15 s""]","[""515"", ""Analyse (wiskunde)"", ""Analyse numérique"", ""Analysis"", ""Analytic Geometry"", ""Calcul infinitésimal"", ""Calculo numerico"", ""Calculus"", ""Calculus & mathematical analysis"", ""Calculus textbooks"", ""Calculus--textbooks"", ""Cálculo"", ""Géométrie analytique"", ""Mathematics"", ""Mathematics / Calculus"", ""Mathematics textbooks"", ""Problems, exercises"", ""Qa303.2 .s73 2016"", ""Science/Mathematics"", ""Textbooks"", ""Transcendental functions""]",[],,[],,,"[""OL10474639M"", ""OL10474751M"", ""OL1104668M"", ""OL1862600M"", ""OL21408680M"", ""OL22218822M"", ""OL22366363M"", ""OL22786137M"", ""OL25273325M"", ""OL26222897M"", ""OL26499492M"", ""OL2713208M"", ""OL27983777M"", ""OL28438837M"", ""OL28463351M"", ""OL28474195M"", ""OL28801946M"", ""OL32763262M"", ""OL3574789M"", ""OL365421M"", ""OL387003M"", ""OL58356522M"", ""OL7650903M"", ""OL7783316M"", ""OL7784188M"", ""OL7784971M"", ""OL9332496M"", ""OL9380753M"", ""OL9573754M""]",https://openlibrary.org/works/OL100903W,2026-09-06T15:12:48.037250+00:00,not_reviewed,not_previously_split,missing_or_unrecognized_DDC
